IP,Time,URL,Status,Method,HTTP
10.128.2.1,2017-11-30 15:34:45,/css/normalize.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:34:45,/css/main.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:34:45,/css/style.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:34:45,/contestsubmission.php,200,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:34:45,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:34:45,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:34:45,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:34:48,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:34:56,/process.php,302,POST,HTTP/1.1
10.131.2.1,2017-11-30 15:34:56,/home.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:34:56,/bootstrap-3.3.7/js/bootstrap.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:34:56,/js/vendor/moment.min.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:35:03,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:35:15,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:35:16,/details.php?id=41,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:35:20,/img/ruet.png,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:35:32,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:35:36,/details.php?id=45,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:36:19,/img/ruet.png,206,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:36:20,/img/ruet.png,206,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:36:23,/img/ruet.png,206,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:36:24,/img/ruet.png,206,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:36:25,/contestsubmit.php?id=42,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:36:33,/pcompile.php,200,POST,HTTP/1.1
10.130.2.1,2017-11-30 15:36:37,/contestsubmission.php,200,POST,HTTP/1.1
10.131.0.1,2017-11-30 15:36:46,/img/ruet.png,206,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:36:47,/img/ruet.png,206,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:36:50,/details.php?name=Research%20Items&cod=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:38:51,/standings.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:38:54,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:38:56,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:21,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:25,/standings.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:30,/contestsubmission.php?id=16&show=tanu_1603070,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:39:31,/contestsubmit.php?id=42,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:36,/standings.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:38,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:39:41,/details.php?id=41,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:39:39,/pcompile.php,200,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:39:43,/contestsubmission.php,200,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:39:47,/details.php?name=Research%20Items&cod=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:41:24,/details.php?id=42,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:41:25,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:41:26,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:41:35,/details.php?id=45,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:18,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:26,/details.php?id=42,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:31,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:33,/details.php?id=41,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:42:37,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:41,/,302,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:41,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:42:42,/details.php?id=43,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:42,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:42:42,/css/normalize.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:42:42,/css/main.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:42:42,/css/style.css,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:42:42,/css/bootstrap.min.css,206,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:42:43,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:42:43,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:42:43,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:42:43,/css/bootstrap.min.css,206,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:42:50,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:08,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:10,/contest.php,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:15,/contestproblem.php?name=RUET%20OJ%20Final%20Test,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:18,/details.php?id=39,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:56,/,302,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:56,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:43:57,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:43:57,/css/bootstrap.min.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:43:57,/css/normalize.css,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:43:57,/css/style.css,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:43:57,/css/main.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:43:57,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:43:57,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:43:57,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:44:50,/contest.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:44:56,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:44:56,/process.php,302,POST,HTTP/1.1
10.129.2.1,2017-11-30 15:44:57,/login.php?value=fail,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:44:58,/contestsubmit.php?id=45,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:45:05,/process.php,302,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:45:05,/pcompile.php,200,POST,HTTP/1.1
10.130.2.1,2017-11-30 15:45:05,/login.php?value=fail,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:45:08,/contestsubmission.php,200,POST,HTTP/1.1
10.131.2.1,2017-11-30 15:45:20,/process.php,302,POST,HTTP/1.1
10.131.2.1,2017-11-30 15:45:20,/login.php?value=fail,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:45:30,/login.php?value=fail,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:45:35,/details.php?id=42,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:45:47,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:45:50,/contestsubmit.php?id=45,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:45:53,/process.php,302,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:45:54,/login.php?value=fail,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:45:55,/pcompile.php,200,POST,HTTP/1.1
10.130.2.1,2017-11-30 15:45:58,/contestsubmission.php,200,POST,HTTP/1.1
10.129.2.1,2017-11-30 15:45:58,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:46:00,/sign.php,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:46:07,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:46:16,/action.php,302,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:46:17,/login.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:46:24,/process.php,302,POST,HTTP/1.1
10.131.0.1,2017-11-30 15:46:24,/home.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:46:25,/bootstrap-3.3.7/js/bootstrap.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:46:25,/js/vendor/moment.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:46:42,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:46:59,/,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:47:01,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:47:16,/standings.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:47:24,/standings.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:47:25,/img/ruet.png,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:47:26,/contestsubmission.php?id=16&show=bruce,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:47:28,/details.php?id=42,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:47:34,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:47:59,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:48:01,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:48:05,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:48:17,/contestsubmission.php?id=16&page=1,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:48:22,/contest.php,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:48:25,/home.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:48:28,/contestsubmission.php?id=16&page=1,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:48:31,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:48:33,/,302,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:48:34,/login.php,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:48:34,/css/bootstrap.min.css,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:48:34,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:48:35,/css/normalize.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:48:35,/css/main.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:48:35,/css/style.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:48:35,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:48:35,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:48:35,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:48:38,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:48:57,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:12,/process.php,302,POST,HTTP/1.1
10.131.2.1,2017-11-30 15:49:13,/,302,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:13,/home.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:49:13,/login.php,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:14,/bootstrap-3.3.7/js/bootstrap.js,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:49:14,/js/vendor/moment.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:49:19,/process.php,302,POST,HTTP/1.1
10.131.0.1,2017-11-30 15:49:20,/home.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:49:23,/contest.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:49:26,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:26,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:49:31,/standings.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:35,/details.php?id=41,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:36,/img/ruet.png,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:49:44,/contestsubmission.php?id=16&show=bruce,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:49:52,/standings.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:49:53,/standings.php?id=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:49:57,/contestsubmission.php?id=16&show=tanu_1603070,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:09,/contestsubmission.php?id=16&show=bruce,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:11,/standings.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:14,/standings.php?id=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:16,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:26,/home.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:50:27,/contestsubmit.php?id=45,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:50:32,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
chmod:,2017-11-30 15:50:32,,No,'a.out':,
chmod:,2017-11-30 15:50:32,,No,'error.txt':,
rm:,2017-11-30 15:50:32,,No,'*.o':,
10.131.0.1,2017-11-30 15:50:33,/pcompile.php,200,POST,HTTP/1.1
10.131.0.1,2017-11-30 15:50:33,/details.php?id=45,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:50:36,/contestsubmission.php,200,POST,HTTP/1.1
10.131.0.1,2017-11-30 15:50:40,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:50:44,/,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:50:47,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:50:52,/standings.php?id=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:50:53,/details.php?id=43,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:50:59,/contestsubmission.php?id=16&show=samin_1610002,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:51:02,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:51:03,/,302,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:51:03,/login.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:51:03,/css/bootstrap.min.css,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:51:03,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:51:03,/css/normalize.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:51:04,/css/style.css,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:51:04,/css/main.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:51:04,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:51:06,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:51:07,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:51:12,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:51:25,/contestsubmit.php?id=45,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:51:34,/pcompile.php,200,POST,HTTP/1.1
10.128.2.1,2017-11-30 15:51:38,/contestsubmission.php,200,POST,HTTP/1.1
10.129.2.1,2017-11-30 15:51:54,/,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:51:56,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:02,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:52:03,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:04,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:10,/,302,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:10,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:10,/css/bootstrap.min.css,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:52:10,/css/normalize.css,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:52:10,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:10,/css/style.css,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:52:10,/css/main.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:10,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:11,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:52:11,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:11,/,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:12,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:13,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:20,/details.php?id=46,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:29,/login.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:33,/sign.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:36,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:41,/standings.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:43,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:50,/process.php,302,POST,HTTP/1.1
10.129.2.1,2017-11-30 15:52:50,/home.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:52:50,/bootstrap-3.3.7/js/bootstrap.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:52:50,/js/vendor/moment.min.js,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:51,/contestsubmission.php?id=16&show=tanu_1603070,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:52:55,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:53:03,/contestsubmission.php?id=16&show=dhruba_1603088,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:05,/contest.php,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:53:09,/standings.php?id=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:09,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:53:12,/,302,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:13,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:13,/css/bootstrap.min.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:53:14,/contestsubmission.php?id=16&show=bruce,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:14,/css/normalize.css,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:53:14,/css/main.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:14,/css/font-awesome.min.css,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:53:14,/js/vendor/modernizr-2.8.3.min.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:53:14,/css/style.css,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:16,/js/vendor/jquery-1.12.0.min.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:53:16,/bootstrap-3.3.7/js/bootstrap.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:20,/home.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:22,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:26,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:53:26,/contestsubmission.php?id=16&show=bruce,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:53:32,/fonts/fontawesome-webfont.woff2?v=4.6.3,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:32,/details.php?name=Factorial%20Factorization&cod=16,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:42,/logout.php,302,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:43,/login.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:48,/process.php,302,POST,HTTP/1.1
10.131.2.1,2017-11-30 15:53:50,/home.php,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:53,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:53:57,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:54:01,/contestshowcode.php?id=392&nm=dhruba_1603088&cn=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:54:52,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:54:57,/standings.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:54:58,/img/ruet.png,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:54:59,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:55:20,/profile.php?user=bruce,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:55:20,/details.php?id=45,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:55:28,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:31,/profile.php?user=bruce,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:44,/profile.php?user=bruce,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:45,/js/jquery.min.js,200,GET,HTTP/1.1
10.131.2.1,2017-11-30 15:55:45,/js/chart.min.js,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:46,/contestsubmission.php?id=14&show=bruce,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:52,/profile.php?user=bruce,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:53,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:55:55,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:55:55,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:56:00,/details.php?id=43,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:14,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:15,/css/bootstrap.min.css,304,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:56:15,/css/font-awesome.min.css,304,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:56:15,/css/normalize.css,304,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:15,/css/main.css,304,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:56:15,/css/style.css,304,GET,HTTP/1.1
10.128.2.1,2017-11-30 15:56:15,/js/vendor/jquery-1.12.0.min.js,304,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:56:15,/js/vendor/modernizr-2.8.3.min.js,304,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:56:15,/bootstrap-3.3.7/js/bootstrap.min.js,304,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:16,/js/vendor/moment.min.js,304,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:17,/contestshowcode.php?id=392&nm=dhruba_1603088&cn=16,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:56:26,/,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:56:28,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.131.0.1,2017-11-30 15:56:34,/compiler.php,200,GET,HTTP/1.1
10.130.2.1,2017-11-30 15:56:35,/contestsubmission.php?id=16,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:56:37,/login.php,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:56:53,/contestsubmit.php?id=45,200,GET,HTTP/1.1
chmod:,2017-11-30 15:56:53,,No,'error.txt':,
10.131.0.1,2017-11-30 15:57:05,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,200,GET,HTTP/1.1
10.129.2.1,2017-11-30 15:57:05,/pcompile.php,200,POST,HTTP/1.1
